100,200,300,500,1000
57.51833333333334,56.97833333333333,56.96333333333333,57.355000000000004,52.38333333333334
57.51833333333334,56.93333333333334,56.68166666666667,57.45333333333333,52.425
57.525000000000006,56.974999999999994,54.949999999999996,54.65333333333333,57.01499999999999
57.52666666666666,56.765,54.276666666666664,52.578333333333326,52.87333333333333
57.50666666666666,56.69666666666666,56.97,55.33833333333333,54.41833333333334
57.523333333333326,56.93333333333334,56.964999999999996,57.373333333333335,52.395
57.528333333333336,56.28166666666667,54.273333333333326,57.04666666666667,56.68666666666666
57.523333333333326,56.751666666666665,54.34833333333333,54.949999999999996,54.31166666666667
57.525000000000006,56.75833333333333,56.958333333333336,56.91,54.34166666666667
57.531666666666666,56.93166666666667,52.86500000000001,57.36333333333333,55.50666666666666
57.52666666666666,53.12833333333333,60.195,52.578333333333326,55.50833333333334
57.51833333333334,56.97666666666667,56.95666666666666,57.04666666666667,52.52
57.52166666666667,54.35,57.766666666666666,57.365,57.01499999999999
57.51833333333334,54.315000000000005,54.271666666666675,56.008333333333326,55.491666666666674
56.618333333333325,56.545,56.955,52.578333333333326,55.15833333333333
56.19666666666667,56.765,56.96333333333333,52.546666666666674,52.83166666666666
57.51833333333334,53.175,56.96333333333333,56.125,57.02333333333334
57.42666666666667,54.30833333333334,56.786666666666676,52.51833333333333,52.48500000000001
57.523333333333326,56.974999999999994,57.18833333333333,52.5,52.825
56.186666666666675,56.766666666666666,57.766666666666666,54.644999999999996,55.525000000000006
