raw,vae,simclr,simclr_pca
56.19333333333334,52.39666666666667,56.525000000000006,58.528333333333336
57.538333333333334,55.15,61.36666666666667,59.471666666666664
57.535000000000004,47.516666666666666,63.995000000000005,54.33833333333333
57.525000000000006,55.25833333333333,60.85,64.02166666666666
55.21499999999999,50.754999999999995,57.923333333333325,59.43166666666666
57.533333333333324,55.098333333333336,54.64666666666667,59.43666666666667
57.525000000000006,51.76666666666667,58.03499999999999,60.48166666666667
56.19333333333334,54.495000000000005,60.826666666666675,60.48833333333333
60.62166666666666,51.76666666666667,60.006666666666675,54.33
57.531666666666666,54.620000000000005,64.00166666666667,58.529999999999994
61.85666666666667,52.44333333333333,54.66166666666666,63.44499999999999
56.19333333333334,51.82833333333333,60.830000000000005,63.440000000000005
57.42833333333333,55.105000000000004,58.776666666666664,54.34166666666667
57.528333333333336,54.62833333333334,59.955000000000005,59.434999999999995
57.54,47.50833333333333,58.77166666666667,58.533333333333324
57.52666666666666,54.428333333333335,60.89333333333333,60.475
57.535000000000004,48.35666666666667,63.998333333333335,60.50833333333333
57.54166666666667,51.83,54.65833333333333,57.556666666666665
60.175,52.46666666666666,54.644999999999996,54.33833333333333
57.584999999999994,48.260000000000005,63.79166666666667,57.57333333333333
57.528333333333336,51.82833333333333,54.66166666666666,54.335
57.525000000000006,50.75000000000001,58.775,60.980000000000004
57.54,51.82833333333333,47.39833333333333,54.33833333333333
57.54,55.89999999999999,60.86833333333333,57.57833333333333
57.535000000000004,52.45666666666666,58.894999999999996,60.50833333333333
56.20166666666666,54.278333333333336,54.644999999999996,54.34166666666667
57.52666666666666,52.455000000000005,64.48666666666666,58.53166666666667
57.535000000000004,48.20666666666666,61.36333333333332,46.330000000000005
57.523333333333326,52.446666666666665,58.86666666666667,59.471666666666664
57.53666666666667,51.758333333333326,54.65,58.529999999999994
57.54,48.263333333333335,58.04333333333334,59.46666666666667
57.43166666666666,55.10666666666666,60.89,54.335
58.11500000000001,54.363333333333344,58.775,63.37333333333333
57.533333333333324,54.62833333333334,58.824999999999996,54.339999999999996
56.623333333333335,54.85666666666666,54.66166666666666,63.13333333333333
57.52666666666666,55.105000000000004,54.66333333333333,63.42166666666667
57.54,54.38499999999999,54.64333333333333,60.958333333333336
57.538333333333334,48.388333333333335,60.89,54.34166666666667
55.20833333333333,55.883333333333326,54.665000000000006,54.33833333333333
55.21666666666667,54.63,61.35999999999999,63.473333333333336
56.20166666666666,51.76499999999999,57.923333333333325,54.33166666666666
57.529999999999994,51.485,60.824999999999996,60.480000000000004
57.528333333333336,48.306666666666665,63.99666666666667,58.529999999999994
57.528333333333336,52.17666666666667,59.955000000000005,54.33166666666666
57.52666666666666,48.39333333333333,54.66166666666666,54.33833333333333
57.54166666666667,47.44833333333334,63.99,54.33833333333333
57.531666666666666,54.62166666666667,60.828333333333326,59.21166666666666
57.523333333333326,54.498333333333335,58.77,54.339999999999996
57.538333333333334,55.26333333333333,63.79833333333333,57.57833333333333
57.523333333333326,54.279999999999994,60.830000000000005,54.335
57.678333333333335,54.625,60.828333333333326,58.51833333333334
57.54,54.49666666666666,58.77166666666667,58.51333333333333
57.529999999999994,51.76499999999999,54.66333333333333,60.475
57.523333333333326,51.64666666666666,58.04333333333334,60.475
57.525000000000006,51.763333333333335,63.98833333333334,54.33833333333333
57.528333333333336,54.63,54.65833333333333,63.481666666666655
57.525000000000006,54.623333333333335,54.63666666666667,58.533333333333324
57.52666666666666,51.76666666666667,54.651666666666664,54.33833333333333
57.528333333333336,52.39666666666667,54.665000000000006,54.336666666666666
