0,100,200,300,400,500,600,700,800,900,1000
71.45333333333333,97.025,83.68333333333334,72.14166666666667,82.64666666666668,83.24833333333333,97.52833333333332,82.51333333333332,82.875,82.67166666666667,82.67833333333333
72.51,83.77,82.73333333333333,82.47833333333332,82.64333333333333,83.24833333333333,83.21166666666666,97.51166666666666,82.87666666666667,97.675,88.035
71.83333333333333,97.025,82.62333333333333,82.47833333333332,82.64333333333333,83.25,83.21166666666666,82.51166666666667,97.57333333333334,82.67166666666667,82.67833333333333
68.28,87.71666666666667,97.285,87.61166666666666,82.655,83.24000000000001,83.21000000000001,97.51166666666666,82.875,82.67333333333333,88.035
68.26833333333333,97.025,82.73333333333333,82.47666666666666,82.64666666666668,83.24833333333333,83.21000000000001,97.51166666666666,97.57333333333334,97.675,82.67166666666667
72.47666666666667,82.21666666666667,97.285,72.14166666666667,82.64666666666668,83.24833333333333,83.20833333333333,97.51166666666666,82.87333333333333,82.67166666666667,82.67166666666667
71.84833333333333,97.025,84.32833333333333,82.50999999999999,82.64333333333333,83.24166666666667,97.52666666666666,97.51166666666666,82.87333333333333,97.675,82.67833333333333
71.89666666666666,82.89166666666667,97.285,82.51166666666667,82.64666666666668,83.24833333333333,97.52833333333332,82.51166666666667,97.57333333333334,82.67166666666667,88.035
70.98833333333333,97.02333333333333,97.285,82.51166666666667,97.30666666666666,83.25,83.21333333333334,97.51166666666666,82.87333333333333,97.675,82.67166666666667
68.27833333333334,97.02333333333333,97.285,73.515,97.30666666666666,87.78666666666666,83.20833333333333,97.51166666666666,82.87833333333333,82.67166666666667,82.67166666666667
71.29833333333333,97.025,83.27166666666666,82.51333333333332,82.64333333333333,83.24000000000001,97.53,82.51833333333335,97.57333333333334,88.02833333333334,82.67
71.00333333333333,97.025,97.285,82.51166666666667,82.655,83.24833333333333,83.21000000000001,82.52,82.875,82.67333333333333,82.67166666666667
71.83999999999999,97.02666666666666,83.27333333333333,82.47666666666666,82.64333333333333,83.24833333333333,83.21000000000001,97.51166666666666,97.57333333333334,97.675,82.67666666666666
71.82166666666667,83.455,97.28666666666666,82.51333333333332,97.30666666666666,97.405,83.21166666666666,82.51833333333335,97.57333333333334,82.675,82.67166666666667
71.12833333333333,97.025,97.28666666666666,72.14,82.65,97.40166666666667,83.20833333333333,82.52,82.87333333333333,82.67166666666667,82.67166666666667
68.25833333333333,97.025,82.62,82.51333333333332,82.65166666666667,87.785,83.21000000000001,97.51166666666666,82.87666666666667,97.675,82.67
68.26833333333333,82.29833333333335,82.73333333333333,72.13833333333332,82.65166666666667,83.23833333333333,97.52833333333332,82.51833333333335,97.57333333333334,82.67166666666667,82.67166666666667
80.54,97.025,83.68333333333334,83.15666666666667,82.65,83.24833333333333,83.21166666666666,97.51166666666666,82.87333333333333,82.67333333333333,82.67666666666666
71.21833333333333,97.025,97.28666666666666,72.17,82.64666666666668,83.23833333333333,83.21000000000001,82.51833333333335,82.87333333333333,82.67166666666667,82.67833333333333
71.81833333333334,83.72999999999999,83.27833333333334,82.47833333333332,82.65,97.405,83.21166666666666,87.86,87.92833333333333,82.67166666666667,82.67833333333333
