0,100,200,300,400,500,700,800,900,1000
55.17166666666667,58.894999999999996,61.38166666666667,54.58333333333334,54.59499999999999,58.88833333333333,63.55,57.63,61.131666666666675,56.92999999999999
55.188333333333325,59.596666666666664,58.04833333333333,57.98166666666666,60.85499999999999,54.60499999999999,54.37666666666667,56.335,60.650000000000006,64.00833333333334
57.51500000000001,58.9,59.9,60.89,59.916666666666664,54.615,59.528333333333336,53.355,59.263333333333335,63.375
57.525000000000006,54.59833333333333,58.84166666666666,54.588333333333324,54.588333333333324,54.60833333333333,64.16999999999999,60.59166666666667,57.80499999999999,54.339999999999996
57.52166666666667,60.83333333333334,54.60833333333333,54.58166666666666,57.843333333333334,54.59666666666667,56.343333333333334,54.38000000000001,58.68666666666667,54.33833333333333
57.495000000000005,60.834999999999994,59.94666666666666,58.838333333333324,54.59833333333333,57.90166666666667,58.61333333333334,63.67666666666667,63.648333333333326,58.51500000000001
57.489999999999995,54.60333333333334,60.766666666666666,59.89833333333333,54.58666666666667,60.89,54.364999999999995,54.38166666666666,60.64333333333334,60.98166666666667
56.155,60.43333333333334,54.61666666666667,57.955,58.71666666666666,55.72833333333334,55.19499999999999,54.38333333333334,58.69166666666666,58.51833333333334
57.523333333333326,58.88833333333333,63.95833333333334,58.833333333333336,59.91,63.959999999999994,54.364999999999995,57.62833333333332,54.43833333333333,60.47833333333333
55.95666666666666,59.88333333333333,58.84166666666666,60.86,54.59166666666666,56.99666666666667,63.54500000000001,54.38166666666666,64.205,54.336666666666666
57.488333333333344,63.949999999999996,63.99166666666667,63.963333333333324,54.59666666666667,63.949999999999996,58.611666666666665,59.55833333333334,57.65166666666667,54.345
55.925000000000004,58.894999999999996,57.97333333333333,56.49833333333334,58.71666666666666,58.88666666666666,54.363333333333344,55.28166666666667,59.545,63.434999999999995
57.51500000000001,60.85833333333333,60.766666666666666,54.576666666666675,54.584999999999994,57.919999999999995,58.586666666666666,59.53166666666667,63.65666666666667,54.339999999999996
60.26833333333334,60.83333333333334,54.60666666666667,63.97833333333334,59.901666666666664,63.94,54.37333333333334,58.61000000000001,53.40166666666666,54.333333333333336
55.20333333333334,54.60833333333333,58.90166666666667,57.93333333333332,57.84,59.901666666666664,56.32666666666667,54.38333333333334,54.431666666666665,60.99
56.153333333333336,54.58666666666667,56.495000000000005,59.88333333333333,54.59833333333333,56.93833333333333,57.63499999999999,53.356666666666676,58.681666666666665,54.34166666666667
55.2,58.80833333333333,54.623333333333335,57.93833333333333,57.93333333333332,57.205,59.875,54.38166666666666,60.64166666666666,55.20499999999999
55.17333333333334,54.59833333333333,58.84,63.96833333333334,58.71833333333334,60.92999999999999,60.55666666666666,54.39000000000001,58.69833333333334,58.519999999999996
56.153333333333336,58.796666666666674,63.985,58.89333333333333,59.921666666666674,58.848333333333336,54.364999999999995,56.36666666666667,60.68,54.34166666666667
61.826666666666675,54.59166666666666,60.18666666666667,57.946666666666665,57.911666666666676,58.891666666666666,54.37666666666667,57.62833333333332,58.69333333333333,58.53999999999999
