dataset,knn_mean,knn_std,fc_mean,fc_std,adaptive_mean,adaptive_std,biclique_mean,biclique_std,pcan_mean,pcan_std
iris,55.00000000000003,3.3333333333333335,83.60666666666661,0.3295407136158022,77.92000000000003,5.935137621475898,84.66666666666677,2.8564892751865395e-14,73.20000000000002,3.4871191548325404
wine,94.63483146067414,0.2808988764044997,98.00561797752796,0.2808988764044926,94.56179775280896,0.4508546514010277,97.75280898876387,1.4282446375932695e-14,94.71910112359551,0.4494382022471943
seeds,93.04285714285716,0.2334319666667562,90.47619047619062,1.4282446375932695e-14,92.64761904761906,0.8781040233529179,92.66666666666671,0.2344599828177793,92.90476190476191,0.4492371967645997
breast_cancer,93.78558875219696,0.2578105664136134,63.0931458699472,7.141223187966347e-15,93.24956063268893,0.6329724067532044,90.42530755711776,0.0882454712774474,93.9543057996485,0.19570349254235486
mnist,61.24100000000003,2.8995678883919815,55.1465,3.5064101113085537,60.983999999999995,3.685905998571183,54.775499999999994,3.246649360603493,60.065,1.3840249275211753
