knn,fc,adaptive,biclique
0.0005681204795837402,0.00024285078048706055,0.003132128715515137,0.00024743080139160155
0.002305607795715332,0.0004703521728515625,0.0036081504821777344,0.0008809089660644532
0.0025739312171936036,0.00048511028289794923,0.003943080902099609,0.0005213117599487305
0.008302788734436035,0.006487560272216797,0.01259547233581543,0.0065350508689880375
0.37461158990859983,0.9019457411766052,0.4607593083381653,0.9456075501441955
